削减护甲	Bypass Armor	1
削减护甲	Riduzione corazza	3
修理	Repair	4
修理	Ripara	1
干扰冲击	Disruption Blast	1
干扰冲击	Scarica disgregante	2
时空提速	Chrono Boost	3
时空提速	Accelerazione temporale	2
星灵枢纽护盾超载	Nexus Shield Overcharge	1
星灵枢纽护盾超载	Sovraccarico scudo Nexus	2
相位变换	Phase Shift	1
相位变换	Distorsione di fase	2
哺液	Transfusion	2
哺液	Trasfusione	1
星灵枢纽护盾超载关闭	Nexus Shield Overcharge Off	1
星灵枢纽护盾超载关闭	Disattiva Sovraccarico scudo Nexus	1
净化新星	Purification Nova	1
净化新星	Supernova purificante	2
变异为破坏者	Morph To Ravager	1
变异为破坏者	Trasforma in Laceratore	1
恢复	Restitution	1
恢复	Ripristina	1
机动突击型载具。可以使用锁定技能在移动状态下快速开火。<n/><n/><c val="#ColorAttackInfo">可以对地。</c>	Unità da assalto mobile. Può usare Aggancio per sparare rapidamente in movimento.<n/><n/><c val="#ColorAttackInfo">Può attaccare unità terrestri.</c>	1
机动突击型载具。可以使用锁定技能在移动状态下快速开火。<n/><n/><c val="#ColorAttackInfo">可以对地。</c>	Unità da assalto mobile. Può usare Aggancio per sparare rapidamente in movimento.<n/><n/><c val="#ColorAttackInfo">Può attaccare unità terrestri e aeree.</c>	1
为潜伏者提供升级方案。<n/><n/><c val="ffff8a">开启：</c><n/>- 使刺蛇可以进化为潜伏者	Contiene un potenziamento per le Criptolische.<n/><n/><c val="ffff8a">Consente:</c><n/>- Criptolische dalle Idralische	1
为潜伏者提供升级方案。<n/><n/><c val="ffff8a">开启：</c><n/>- 使刺蛇可以进化为潜伏者	Contiene un potenziamento per le Criptolische.<n/><n/><c val="ffff8a">Consente:</c><n/>- Criptolische da Idralische	1
拦截机	Interceptors	2
拦截机	Intercettore	1
拦截机	Intercettori	1
瓦解射线	Disruption Beam	2
瓦解射线	Raggio disgregante	1
脉冲光线	Pulsar Beam	1
脉冲光线	Raggio Pulsar	4
灵能波	Assalto psionico	1
灵能波	Assalto Psionico	1
棱镜光束	Raggio prismatico	2
棱镜光束	Prismatic Beam	15
预视	Envision	1
预视	Presagio	2
先知武器	Oracle Weapon	1
先知武器	Oracolo - Arma	1
雷兽武器冷却时间	Ultralisk Weapon Cooldown	1
雷兽武器冷却时间	Recupero armi Ultralisca	1
